kind,series,category,x,value,pixel_x,pixel_y,radius,fill,confidence,value_status,x2,y2,stroke,stroke_width
point,Rigid,visible curve marker,52.5,3.355263,587.278,1013.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,50.0,visible path,566.074,1012.0,,none,,raster_supported_connection,587.278,1013.0,#808080,2
point,Rigid,visible curve marker,55.0,3.355263,608.481,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,52.5,visible path,587.278,1013.0,,none,,raster_supported_connection,608.481,1013.0,#808080,2
point,Rigid,visible curve marker,57.5,3.356579,629.685,1012.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,55.0,visible path,608.481,1013.0,,none,,raster_supported_connection,629.685,1012.0,#808080,2
point,Rigid,visible curve marker,60.0,3.355921,650.889,1012.5,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,57.5,visible path,629.685,1012.0,,none,,raster_supported_connection,650.889,1012.5,#808080,2
point,Rigid,visible curve marker,62.5,3.355921,672.093,1012.5,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,60.0,visible path,650.889,1012.5,,none,,raster_supported_connection,672.093,1012.5,#808080,2
point,Rigid,visible curve marker,65.0,3.356579,693.296,1012.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,62.5,visible path,672.093,1012.5,,none,,raster_supported_connection,693.296,1012.0,#808080,2
point,Rigid,visible curve marker,67.5,3.355263,714.5,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,65.0,visible path,693.296,1012.0,,none,,raster_supported_connection,714.5,1013.0,#808080,2
point,Rigid,visible curve marker,70.0,3.355263,735.704,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,67.5,visible path,714.5,1013.0,,none,,raster_supported_connection,735.704,1013.0,#808080,2
point,Rigid,visible curve marker,72.5,3.356579,756.907,1012.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,70.0,visible path,735.704,1013.0,,none,,raster_supported_connection,756.907,1012.0,#808080,2
point,Rigid,visible curve marker,75.0,3.355263,778.111,1013.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,72.5,visible path,756.907,1012.0,,none,,raster_supported_connection,778.111,1013.0,#808080,2
point,Rigid,visible curve marker,77.5,3.356579,799.315,1012.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,75.0,visible path,778.111,1013.0,,none,,raster_supported_connection,799.315,1012.0,#808080,2
point,Rigid,visible curve marker,80.0,3.355263,820.519,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,77.5,visible path,799.315,1012.0,,none,,raster_supported_connection,820.519,1013.0,#808080,2
point,Rigid,visible curve marker,82.5,3.355263,841.722,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,80.0,visible path,820.519,1013.0,,none,,raster_supported_connection,841.722,1013.0,#808080,2
point,Rigid,visible curve marker,85.0,3.356579,862.926,1012.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,82.5,visible path,841.722,1013.0,,none,,raster_supported_connection,862.926,1012.0,#808080,2
point,Rigid,visible curve marker,87.5,3.355921,884.13,1012.5,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,85.0,visible path,862.926,1012.0,,none,,raster_supported_connection,884.13,1012.5,#808080,2
point,Rigid,visible curve marker,90.0,3.355263,905.333,1013.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,87.5,visible path,884.13,1012.5,,none,,raster_supported_connection,905.333,1013.0,#808080,2
point,Rigid,visible curve marker,92.5,3.356579,926.537,1012.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,90.0,visible path,905.333,1013.0,,none,,raster_supported_connection,926.537,1012.0,#808080,2
point,Rigid,visible curve marker,95.0,3.356579,947.741,1012.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,92.5,visible path,926.537,1012.0,,none,,raster_supported_connection,947.741,1012.0,#808080,2
point,Rigid,visible curve marker,97.5,3.355263,968.944,1013.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,95.0,visible path,947.741,1012.0,,none,,raster_supported_connection,968.944,1013.0,#808080,2
point,Rigid,visible curve marker,100.0,3.351316,990.148,1016.0,7,#808080,1.0,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,97.5,visible path,968.944,1013.0,,none,,raster_supported_connection,990.148,1016.0,#808080,2
point,Rigid,visible curve marker,102.5,3.360526,1011.352,1009.0,7,#808080,0.619,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,100.0,visible path,990.148,1016.0,,none,,raster_supported_connection,1011.352,1009.0,#808080,2
point,Rigid,visible curve marker,105.0,3.373684,1032.556,999.0,7,#808080,0.619,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,102.5,visible path,1011.352,1009.0,,none,,raster_supported_connection,1032.556,999.0,#808080,2
point,Rigid,visible curve marker,107.5,3.391447,1053.759,985.5,7,#808080,0.667,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,105.0,visible path,1032.556,999.0,,none,,raster_supported_connection,1053.759,985.5,#808080,2
point,Rigid,visible curve marker,110.0,3.398684,1074.963,980.0,7,#808080,0.095,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,107.5,visible path,1053.759,985.5,,none,,raster_supported_connection,1074.963,980.0,#808080,2
point,Rigid,visible curve marker,112.5,3.424342,1096.167,960.5,7,#808080,0.952,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,110.0,visible path,1074.963,980.0,,none,,raster_supported_connection,1096.167,960.5,#808080,2
point,Rigid,visible curve marker,115.0,3.428947,1117.37,957.0,7,#808080,0.667,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,112.5,visible path,1096.167,960.5,,none,,raster_supported_connection,1117.37,957.0,#808080,2
point,Rigid,visible curve marker,117.5,3.438158,1138.574,950.0,7,#808080,0.048,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,115.0,visible path,1117.37,957.0,,none,,raster_supported_connection,1138.574,950.0,#808080,2
point,Rigid,visible curve marker,120.0,3.453947,1159.778,938.0,7,#808080,0.143,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,117.5,visible path,1138.574,950.0,,none,,raster_supported_connection,1159.778,938.0,#808080,2
point,Rigid,visible curve marker,122.5,3.461842,1180.981,932.0,7,#808080,0.286,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,120.0,visible path,1159.778,938.0,,none,,raster_supported_connection,1180.981,932.0,#808080,2
point,Rigid,visible curve marker,125.0,3.459211,1202.185,934.0,7,#808080,0.143,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,122.5,visible path,1180.981,932.0,,none,,raster_supported_connection,1202.185,934.0,#808080,2
point,Rigid,visible curve marker,127.5,3.443421,1223.389,946.0,7,#808080,0.143,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,125.0,visible path,1202.185,934.0,,none,,raster_supported_connection,1223.389,946.0,#808080,2
point,Rigid,visible curve marker,130.0,3.427632,1244.593,958.0,7,#808080,0.143,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,127.5,visible path,1223.389,946.0,,none,,raster_supported_connection,1244.593,958.0,#808080,2
point,Rigid,visible curve marker,132.5,3.410526,1265.796,971.0,7,#808080,0.143,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,130.0,visible path,1244.593,958.0,,none,,raster_supported_connection,1265.796,971.0,#808080,2
point,Rigid,visible curve marker,135.0,3.4,1287.0,979.0,7,#808080,0.19,calibrated_raster_trace,,,,
line,Rigid,visible curve connection,132.5,visible path,1265.796,971.0,,none,,raster_supported_connection,1287.0,979.0,#808080,2
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,571.988,260.095,12.565,#00b887,0.98,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,532.226,264.881,12.552,#00bb9e,0.98,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,611.658,264.851,12.476,#00bb9e,0.978,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,651.353,269.39,12.451,#00beb5,0.974,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,492.5,271.5,12.412,#00beb5,0.968,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,693.066,279.097,12.425,#41c0c3,0.97,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,450.805,281.836,12.451,#40c0c3,0.974,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,734.83,282.83,12.374,#66c2d3,0.962,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,409.052,285.518,12.374,#65c2d3,0.962,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,368.415,288.189,12.322,#81c3e2,0.954,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,545.684,306.559,12.463,#00b77c,0.976,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,598.954,307.698,12.565,#00b77e,0.98,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,498.481,315.943,12.502,#00beb2,0.98,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,645.051,317.616,12.451,#00beb3,0.974,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,411.34,321.693,10.779,#65c1d3,0.73,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,454.915,321.234,11.128,#3cc0c2,0.778,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,688.532,321.265,11.07,#3cc0c2,0.77,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,733.0,322.933,9.982,#66c2d3,0.626,raster_component_geometry,,,,
point,local dot field 1,visible cyan/green dot,not axis-calibrated,colour/radius only,367.765,324.328,8.704,#84c3e3,0.476,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,368.208,621.954,12.374,#80c3e1,0.962,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,409.969,621.969,12.425,#55c0cb,0.97,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,452.238,622.008,12.451,#00bdb4,0.974,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,494.62,621.953,12.476,#00bb9c,0.978,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,536.895,622.022,12.54,#00b675,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,571.822,621.992,12.54,#00b461,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,607.238,621.966,12.552,#00b675,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,648.955,622.0,12.502,#00bb9c,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,691.118,621.992,12.489,#00beb5,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,733.533,621.94,12.361,#55c0cb,0.96,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,367.514,664.159,12.322,#80c3e1,0.954,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,411.12,664.12,12.425,#53c0cb,0.97,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,454.845,664.071,12.489,#00bdb3,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,498.203,664.108,12.514,#00ba99,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,543.607,664.108,12.502,#00b56f,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,600.706,664.142,12.54,#00b570,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,644.907,664.093,12.527,#00ba99,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,688.292,664.141,12.489,#00bdb3,0.98,raster_component_geometry,,,,
point,local dot field 2,visible cyan/green dot,not axis-calibrated,colour/radius only,732.916,664.084,12.451,#55c0cb,0.974,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,368.394,922.429,12.296,#79c3de,0.95,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,409.091,922.416,12.425,#2cbfbd,0.97,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,449.858,922.294,12.527,#00bb9d,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,490.551,922.396,12.514,#00b780,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,531.203,922.353,12.527,#00b468,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,571.865,922.345,12.552,#00b358,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,612.551,922.398,12.489,#00b468,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,653.261,922.344,12.502,#00b780,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,693.926,922.321,12.476,#00bb9c,0.978,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,734.593,922.441,12.348,#2cbfbd,0.958,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,367.742,964.5,12.361,#7ac3de,0.96,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,413.128,964.547,12.399,#1bbeba,0.966,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,458.327,964.539,12.489,#00ba96,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,503.599,964.475,12.502,#00b678,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,548.921,964.463,12.552,#00b35e,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,594.264,964.489,12.476,#00b35e,0.978,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,639.548,964.475,12.502,#00b677,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,684.76,964.543,12.514,#00ba96,0.98,raster_component_geometry,,,,
point,local dot field 3,visible cyan/green dot,not axis-calibrated,colour/radius only,730.097,964.54,12.425,#19beba,0.97,raster_component_geometry,,,,
